annee_inscription;etape;libel_etape;version_etape;num_etudiant;ine;nom;prenom;date_naissance;sexe;nationalite;code_postal;ville;cat_socio_etudiant;cat_socio_parent;bac;mention;annee_bac;departement_bac;etablissement_bac;lib_etab_bac;situ_annee_prec;bourse_superieur
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;58317761538;R139188373V;MUGNIER;Nicodème;1999-10-18;M;FRANCAIS(E);22750;SAINT-JACUT-DE-LA-MER;Personne sans activite professionnelle;Personne sans activite professionnelle;S;AB;2017;22;0220013V;FONTAINE DES EAUX;A;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;85802419481;V947366860C;MARTINI;Elea;1999-03-09;F;FRANCAIS(E);22220;TREGUIER;Personne sans activite professionnelle;Retraité  cadre-profession intermediaire;TI2D;TB;2017;22;0220023F;FELIX LE DANTEC;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;85802419481;V947366860C;MARTINI;Elea;1999-03-09;F;FRANCAIS(E);22220;TREGUIER;Personne sans activite professionnelle;Retraité  cadre-profession intermediaire;TI2D;TB;2017;22;0220023F;FELIX LE DANTEC;A;
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;87944021064;L284668883X;BARRAULT;Leyton;1999-07-22;M;FRANCAIS(E);22930;YVIAS;Personne sans activite professionnelle;Employe de commerce;S;P;2017;22;0221571N;KERRAOUL;C;Bourse enseignement supérieur définitive
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;87944021064;L284668883X;BARRAULT;Leyton;1999-07-22;M;FRANCAIS(E);22930;YVIAS;Personne sans activite professionnelle;Employe de commerce;S;P;2017;22;0221571N;KERRAOUL;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;87944021064;L284668883X;BARRAULT;Leyton;1999-07-22;M;FRANCAIS(E);22930;YVIAS;Personne sans activite professionnelle;Employe de commerce;S;P;2017;22;0221571N;KERRAOUL;A;Bourse de l'enseignement supérieur
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;75241556779;C313628296Y;OLLIER;Michel;1999-11-13;M;FRANCAIS(E);22300;LANNION;Personne sans activite professionnelle;Professeur, profession scientifique;S;B;2017;22;0220023F;FELIX LE DANTEC;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;75241556779;C313628296Y;OLLIER;Michel;1999-11-13;M;FRANCAIS(E);22300;LANNION;Personne sans activite professionnelle;Professeur, profession scientifique;S;B;2017;22;0220023F;FELIX LE DANTEC;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;85848558306;K286785612Y;CHARLIER;Armel;1999-01-18;M;FRANCAIS(E);22590;PORDIC;Personne sans activite professionnelle;Professeur, profession scientifique;S;AB;2017;22;0220060W;E.FREYSSINET;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;85848558306;K286785612Y;CHARLIER;Armel;1999-01-18;M;FRANCAIS(E);22590;PORDIC;Personne sans activite professionnelle;Professeur, profession scientifique;S;AB;2017;22;0220060W;E.FREYSSINET;A;
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;27597304673;Z914020281N;COTE;Careen;1999-12-20;F;FRANCAIS(E);22810;PLOUNEVEZ-MOEDEC;Personne sans activite professionnelle;Cadre de la fonction publique;S;AB;2017;22;0220018A;AUGUSTE PAVIE;C;Bourse enseignement supérieur définitive
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;27597304673;Z914020281N;COTE;Careen;1999-12-20;F;FRANCAIS(E);22810;PLOUNEVEZ-MOEDEC;Personne sans activite professionnelle;Cadre de la fonction publique;S;AB;2017;22;0220018A;AUGUSTE PAVIE;H;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;66738112248;E166413084P;LE BOURHIS;Lorn;1999-11-19;M;FRANCAIS(E);22100;SAINT-CARNE;Technicien;Person. service direct aux particuliers;S;B;2017;22;0220013V;FONTAINE DES EAUX;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;66738112248;E166413084P;LE BOURHIS;Lorn;1999-11-19;M;FRANCAIS(E);22100;SAINT-CARNE;Personne sans activite professionnelle;Person. service direct aux particuliers;S;B;2017;22;0220013V;FONTAINE DES EAUX;A;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;59641855021;W884613621S;DUHAMEL;Nathan;1999-03-23;M;FRANCAIS(E);22700;PERROS-GUIREC;Technicien;Professeur, profession scientifique;S;B;2017;22;0220023F;FELIX LE DANTEC;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;59641855021;W884613621S;DUHAMEL;Nathan;1999-03-23;M;FRANCAIS(E);22700;PERROS-GUIREC;Personne sans activite professionnelle;Professeur, profession scientifique;S;B;2017;22;0220023F;FELIX LE DANTEC;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;23234453527;C427148335I;FEVRE;Deon;1999-02-28;M;FRANCAIS(E);29800;LANDERNEAU;Personne sans activite professionnelle;Profession interm sante et  trav. social;S;B;2017;29;0290044R;DE L ELORN;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;23234453527;C427148335I;FEVRE;Deon;1999-02-28;M;FRANCAIS(E);29800;LANDERNEAU;Personne sans activite professionnelle;Profession interm sante et  trav. social;S;B;2017;29;0290044R;DE L ELORN;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;66338875865;Y274582219X;DUGUE;Amédée;1999-09-16;M;FRANCAIS(E);29800;LANDERNEAU;Personne sans activite professionnelle;Professeur, profession scientifique;S;B;2017;29;0290044R;DE L ELORN;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;66338875865;Y274582219X;DUGUE;Amédée;1999-09-16;M;FRANCAIS(E);29800;LANDERNEAU;Personne sans activite professionnelle;Professeur, profession scientifique;S;B;2017;29;0290044R;DE L ELORN;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;26747379287;B206534543V;AVENEL;Fabrice;1999-12-08;M;FRANCAIS(E);29800;LANDERNEAU;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;AB;2017;29;0290044R;DE L ELORN;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;26747379287;B206534543V;AVENEL;Fabrice;1999-12-08;M;FRANCAIS(E);29800;LANDERNEAU;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;AB;2017;29;0290044R;DE L ELORN;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;66713142142;S781314595N;LHUILLIER;Félix;1999-02-09;M;FRANCAIS(E);29000;QUIMPER;Elève/Etudiant;Professeur, profession scientifique;S;AB;2017;29;0290069T;BRIZEUX;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;66713142142;S781314595N;LHUILLIER;Félix;1999-02-09;M;FRANCAIS(E);29000;QUIMPER;Personne sans activite professionnelle;Professeur, profession scientifique;S;AB;2017;29;0290069T;BRIZEUX;A;
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;34738569217;I197703968J;ANGLADE;Mason;1999-05-24;M;FRANCAIS(E);29200;BREST;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;P;2017;29;0290012F;INDUSTRIEL VAUBAN;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;34738569217;I197703968J;ANGLADE;Mason;1999-05-24;M;FRANCAIS(E);29200;BREST;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;P;2017;29;0290012F;INDUSTRIEL VAUBAN;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;31772360481;Y008702983O;PINON;Joscelin;1999-10-20;F;FRANCAIS(E);29250;PLOUGOULM;Elève/Etudiant;Professeur, profession scientifique;S;P;2017;29;0292047T;DU LEON;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;31772360481;Y008702983O;PINON;Joscelin;1999-10-20;F;FRANCAIS(E);29250;PLOUGOULM;Personne sans activite professionnelle;Professeur, profession scientifique;S;P;2017;29;0292047T;DU LEON;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;15218558818;J809568381M;BREUIL;Everard;1999-10-14;M;FRANCAIS(E);22300;LANNION;Elève/Etudiant;Employe civil-agent de service de la FP;S;AB;2017;29;0290010D;HARTELOIRE;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;15218558818;J809568381M;BREUIL;Everard;1999-10-14;M;FRANCAIS(E);22300;LANNION;Personne sans activite professionnelle;Employe civil-agent de service de la FP;S;AB;2017;29;0290010D;HARTELOIRE;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;52720647340;A347184775W;RIVET;Marion;1999-12-23;M;FRANCAIS(E);35131;PONT-PEAN;Personne sans activite professionnelle;Professeur, profession scientifique;S;AB;2017;35;0352686E;LYCEE Gal ET TECHN. ANITA CONTI;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;52720647340;A347184775W;RIVET;Marion;1999-12-23;M;FRANCAIS(E);35131;PONT-PEAN;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;AB;2017;35;0352686E;LYCEE Gal ET TECHN. ANITA CONTI;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;57415570885;J573425426W;TISSERAND;Garey;1999-08-06;M;FRANCAIS(E);35230;NOYAL-CHATILLON-SUR-SEICHE;Personne sans activite professionnelle;Employe civil-agent de service de la FP;S;P;2017;35;0350028R;BREQUIGNY STS;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;57415570885;J573425426W;TISSERAND;Garey;1999-08-06;M;FRANCAIS(E);35230;NOYAL-CHATILLON-SUR-SEICHE;Personne sans activite professionnelle;Employe civil-agent de service de la FP;S;P;2017;35;0350028R;BREQUIGNY STS;A;Bourse enseignement supérieur définitive
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;86354943372;I706866359G;MARZIN;Linton;1999-09-10;M;FRANCAIS(E);35500;VITRE;Personne sans activite professionnelle;Technicien;TI2D;B;2017;35;0350808N;PRIVE JEANNE D ARC DE VITRE;C;Bourse enseignement supérieur définitive
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;86354943372;I706866359G;MARZIN;Linton;1999-09-10;M;FRANCAIS(E);35500;VITRE;Personne sans activite professionnelle;Technicien;TI2D;B;2017;35;0350808N;PRIVE JEANNE D ARC DE VITRE;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;86354943372;I706866359G;MARZIN;Linton;1999-09-10;M;FRANCAIS(E);35500;VITRE;Personne sans activite professionnelle;Technicien;TI2D;B;2017;35;0350808N;PRIVE JEANNE D ARC DE VITRE;A;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;25540202727;F731614694K;DOYEN;Edison;1999-05-26;M;FRANCAIS(E);35000;RENNES;Technicien;Employe administratif d'entreprise;S;P;2017;35;0350026N;JEAN MACE;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;25540202727;F731614694K;DOYEN;Edison;1999-05-26;M;FRANCAIS(E);35000;RENNES;Personne sans activite professionnelle;Employe administratif d'entreprise;S;P;2017;35;0350026N;JEAN MACE;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;34510658251;K571201291E;MACE;Marin;2000-02-24;M;FRANCAIS(E);56240;BERNE;Personne sans activite professionnelle;Ouvrier non qualifie;S;P;2017;29;0290076A;KERNEUZEC;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;34510658251;K571201291E;MACE;Marin;2000-02-24;M;FRANCAIS(E);56240;BERNE;Personne sans activite professionnelle;Ouvrier non qualifie;S;P;2017;29;0290076A;KERNEUZEC;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;42952254826;I753152473N;AUFFRET;Donnie;1999-09-08;M;FRANCAIS(E);56870;LARMOR-BADEN;Elève/Etudiant;Commercant et assimile;S;AB;2017;56;0560051B;ALAIN RENE LESAGE;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;42952254826;I753152473N;AUFFRET;Donnie;1999-09-08;M;FRANCAIS(E);56870;LARMOR-BADEN;Personne sans activite professionnelle;Commercant et assimile;S;AB;2017;56;0560051B;ALAIN RENE LESAGE;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;99521765183;E045721611U;HEUZE;Jeff;1999-04-28;M;FRANCAIS(E);22400;LAMBALLE-ARMOR;Personne sans activite professionnelle;Ouvrier qualifie;S;AB;2017;22;0220196U;HENRI AVRIL;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;99521765183;E045721611U;HEUZE;Jeff;1999-04-28;M;FRANCAIS(E);22400;LAMBALLE-ARMOR;Personne sans activite professionnelle;Ouvrier qualifie;S;AB;2017;22;0220196U;HENRI AVRIL;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;55227033100;D293381524T;TRAVERS;Jermaine;2000-01-16;M;FRANCAIS(E);29470;PLOUGASTEL-DAOULAS;Personne sans activite professionnelle;Employe administratif d'entreprise;S;AB;2017;29;0290336H;PRIVE CHARLES DE FOUCAULD;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;55227033100;D293381524T;TRAVERS;Jermaine;2000-01-16;M;FRANCAIS(E);29470;PLOUGASTEL-DAOULAS;Personne sans activite professionnelle;Employe administratif d'entreprise;S;AB;2017;29;0290336H;PRIVE CHARLES DE FOUCAULD;A;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;87474511016;I037415312U;DEMANGE;Jeffrey;1999-04-13;M;FRANCAIS(E);29830;PLOUGUIN;Technicien;Employe administratif d'entreprise;S;AB;2017;29;0290335G;PRIVE LA CROIX ROUGE;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;87474511016;I037415312U;DEMANGE;Jeffrey;1999-04-13;M;FRANCAIS(E);29830;PLOUGUIN;Personne sans activite professionnelle;Ouvrier qualifie;S;AB;2017;29;0290335G;PRIVE LA CROIX ROUGE;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;81821114030;X787664221I;SALMON;Dax;1999-05-24;M;FRANCAIS(E);35520;MONTREUIL-LE-GAST;Personne sans activite professionnelle;Agriculteur exploitant;S;P;2017;35;0350029S;JOLIOT-CURIE;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;81821114030;X787664221I;SALMON;Dax;1999-05-24;M;FRANCAIS(E);35520;MONTREUIL-LE-GAST;Personne sans activite professionnelle;Agriculteur exploitant;S;P;2017;35;0350029S;JOLIOT-CURIE;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;87071276324;W062732632W;COTTIN;Piers;1999-12-23;M;FRANCAIS(E);22400;LAMBALLE-ARMOR;Elève/Etudiant;Employe de commerce;S;AB;2017;22;0220196U;HENRI AVRIL;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;87071276324;W062732632W;COTTIN;Piers;1999-12-23;M;FRANCAIS(E);22400;LAMBALLE-ARMOR;Personne sans activite professionnelle;Employe de commerce;S;AB;2017;22;0220196U;HENRI AVRIL;A;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;16637883506;Y587755216G;LERICHE;Bennett;1999-08-28;M;FRANCAIS(E);22120;POMMERET;Personne sans activite professionnelle;Commercant et assimile;S;B;2017;22;0220196U;HENRI AVRIL;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;16637883506;Y587755216G;LERICHE;Bennett;1999-08-28;M;FRANCAIS(E);22120;POMMERET;Personne sans activite professionnelle;Commercant et assimile;S;B;2017;22;0220196U;HENRI AVRIL;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;65491305113;K797551793M;BOURGET;Landon;1999-05-13;M;FRANCAIS(E);29233;CLEDER;Personne sans activite professionnelle;Agriculteur exploitant;S;B;2017;29;0290177K;ND DU KREISKER ST J.BAPTISTE;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;65491305113;K797551793M;BOURGET;Landon;1999-05-13;M;FRANCAIS(E);29233;CLEDER;Personne sans activite professionnelle;Agriculteur exploitant;S;B;2017;29;0290177K;ND DU KREISKER ST J.BAPTISTE;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;60427147641;C551264762L;LE BORGNE;Xavier;1999-06-24;M;FRANCAIS(E);29170;PLEUVEN;Personne sans activite professionnelle;Artisan;S;P;2017;29;0290171D;PRIVE STE THERESE;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;60427147641;C551264762L;LE BORGNE;Xavier;1999-06-24;M;FRANCAIS(E);29170;PLEUVEN;Personne sans activite professionnelle;Ouvrier qualifie;S;P;2017;29;0290171D;PRIVE STE THERESE;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;37343591022;A557675131B;FOLLET;Lovel;1999-03-27;M;FRANCAIS(E);35450;LANDAVRAN;Personne sans activite professionnelle;Employe administratif d'entreprise;S;AB;2017;35;0350053T;BERTRAND D ARGENTRE;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;37343591022;A557675131B;FOLLET;Lovel;1999-03-27;M;FRANCAIS(E);35450;LANDAVRAN;Personne sans activite professionnelle;Employe administratif d'entreprise;S;AB;2017;35;0350053T;BERTRAND D ARGENTRE;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;29826986135;U175584325S;HEMERY;Tel;1999-08-03;M;FRANCAIS(E);22950;TREGUEUX;Personne sans activite professionnelle;Commercant et assimile;S;AB;2017;22;0220111B;PRIVE ST PIERRE;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;29826986135;U175584325S;HEMERY;Tel;1999-08-03;M;FRANCAIS(E);22950;TREGUEUX;Personne sans activite professionnelle;Commercant et assimile;S;AB;2017;22;0220111B;PRIVE ST PIERRE;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;97161588305;G326821445X;BERTHELOT;Maurine;1999-07-12;F;FRANCAIS(E);22000;SAINT-BRIEUC;Elève/Etudiant;Cadre de la fonction publique;S;B;2017;22;0220111B;PRIVE ST PIERRE;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;97161588305;G326821445X;BERTHELOT;Maurine;1999-07-12;F;FRANCAIS(E);22000;SAINT-BRIEUC;Personne sans activite professionnelle;Cadre de la fonction publique;S;B;2017;22;0220111B;PRIVE ST PIERRE;A;
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;25086823375;N333762737C;GIROD;Shelley;1999-01-06;F;FRANCAIS(E);29840;LANDUNVEZ;Technicien;Cadre administratif et commercial d'entr;S;TB;2017;29;0290336H;PRIVE CHARLES DE FOUCAULD;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;25086823375;N333762737C;GIROD;Shelley;1999-01-06;F;FRANCAIS(E);29840;LANDUNVEZ;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;TB;2017;29;0290336H;PRIVE CHARLES DE FOUCAULD;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;31574373466;D629769831G;DUBOURG;Jacob;2000-08-24;M;FRANCAIS(E);35870;LE MINIHIC-SUR-RANCE;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;AB;2017;35;0352072M;PRIVE LA PROVIDENCE ST MALO;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;31574373466;D629769831G;DUBOURG;Jacob;2000-08-24;M;FRANCAIS(E);35870;LE MINIHIC-SUR-RANCE;Personne sans activite professionnelle;Cadre administratif et commercial d'entr;S;AB;2017;35;0352072M;PRIVE LA PROVIDENCE ST MALO;A;
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;28062382667;A767325932P;MORTIER;Félicie;1999-06-24;F;FRANCAIS(E);35750;IFFENDIC;Personne sans activite professionnelle;Employe administratif d'entreprise;S;P;2017;35;0352235P;RENE CASSIN;C;Bourse enseignement supérieur définitive
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;28062382667;A767325932P;MORTIER;Félicie;1999-06-24;F;FRANCAIS(E);35750;IFFENDIC;Personne sans activite professionnelle;Employe administratif d'entreprise;S;P;2017;35;0352235P;RENE CASSIN;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;28062382667;A767325932P;MORTIER;Félicie;1999-06-24;F;FRANCAIS(E);35750;IFFENDIC;Personne sans activite professionnelle;Employe administratif d'entreprise;S;P;2017;35;0352235P;RENE CASSIN;A;Bourse enseignement supérieur définitive
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;34466157825;A862456897U;GUIBERT;Van;1999-12-23;M;FRANCAIS(E);29490;GUIPAVAS;Personne sans activite professionnelle;Profession interm adm et commerc. entrep;S;P;2017;29;0290335G;PRIVE LA CROIX ROUGE;C;Bourse enseignement supérieur définitive
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;34466157825;A862456897U;GUIBERT;Van;1999-12-23;M;FRANCAIS(E);29490;GUIPAVAS;Personne sans activite professionnelle;Profession interm adm et commerc. entrep;S;P;2017;29;0290335G;PRIVE LA CROIX ROUGE;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;34466157825;A862456897U;GUIBERT;Van;1999-12-23;M;FRANCAIS(E);29490;GUIPAVAS;Personne sans activite professionnelle;Profession interm adm et commerc. entrep;S;P;2017;29;0290335G;PRIVE LA CROIX ROUGE;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;65162650533;B226290775T;ROUTIER;Luann;1999-09-13;F;FRANCAIS(E);29800;LA ROCHE-MAURICE;Personne sans activite professionnelle;Profession interm adm de la fonction pub;S;B;2017;29;0290159R;PRIVE ST SEBASTIEN;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;65162650533;B226290775T;ROUTIER;Luann;1999-09-13;F;FRANCAIS(E);29800;LA ROCHE-MAURICE;Personne sans activite professionnelle;Profession interm adm de la fonction pub;S;B;2017;29;0290159R;PRIVE ST SEBASTIEN;A;
2019-2020;T10602;DUT INFORMATIQUE 2 ANNEE;141;85292586522;G571622635F;BRASSEUR;Uland;1999-04-13;M;FRANCAIS(E);29800;LANDERNEAU;Elève/Etudiant;Profession interm adm de la fonction pub;S;TB;2017;29;;;C;Bourse enseignement supérieur définitive
2018-2019;T10601;DUT INFORMATIQUE 1 ANNEE;131;85292586522;G571622635F;BRASSEUR;Uland;1999-04-13;M;FRANCAIS(E);29800;LANDERNEAU;Personne sans activite professionnelle;Non renseigne (inconnu);S;TB;2017;29;;;D;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;36416770286;U798115662K;GOUJON;Lucienne;1999-09-16;F;FRANCAIS(E);56140;MALESTROIT;Personne sans activite professionnelle;Professeur, profession scientifique;S;B;2017;56;0560105K;PRIVE LA MENNAIS;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;36416770286;U798115662K;GOUJON;Lucienne;1999-09-16;F;FRANCAIS(E);56140;MALESTROIT;Personne sans activite professionnelle;Professeur, profession scientifique;S;B;2017;56;0560105K;PRIVE LA MENNAIS;A;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;47444035352;E221140728S;DEFRANCE;Shaw;1999-09-13;M;FRANCAIS(E);35890;BOURG-DES-COMPTES;Technicien;Employe administratif d'entreprise;S;AB;2017;35;0350793X;PRIVE ST ETIENNE;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;47444035352;E221140728S;DEFRANCE;Shaw;1999-09-13;M;FRANCAIS(E);35890;BOURG-DES-COMPTES;Personne sans activite professionnelle;Employe administratif d'entreprise;S;AB;2017;35;0350793X;PRIVE ST ETIENNE;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;20162946786;G828863111S;GRANGER;Wilbur;1999-01-28;M;FRANCAIS(E);35800;SAINT-BRIAC-SUR-MER;Personne sans activite professionnelle;Ouvrier qualifie;S;AB;2017;35;0350042F;MAUPERTUIS;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;20162946786;G828863111S;GRANGER;Wilbur;1999-01-28;M;FRANCAIS(E);35800;SAINT-BRIAC-SUR-MER;Personne sans activite professionnelle;Ouvrier qualifie;S;AB;2017;35;0350042F;MAUPERTUIS;A;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;13492331351;U624512745D;SALMON;Teale;1999-02-21;F;FRANCAIS(E);56120;JOSSELIN;Technicien;Professeur, profession scientifique;S;B;2017;56;0560105K;PRIVE LA MENNAIS;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;13492331351;U624512745D;SALMON;Teale;1999-02-21;F;FRANCAIS(E);56120;JOSSELIN;Personne sans activite professionnelle;Professeur, profession scientifique;S;B;2017;56;0560105K;PRIVE LA MENNAIS;A;Bourse enseignement supérieur définitive
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;85488851220;M680815117L;SALLES;Cole;1999-04-22;M;FRANCAIS(E);22600;LOUDEAC;Elève/Etudiant;Technicien;S;P;2017;22;0221589H;PRIVE ST JOSEPH;C;
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;85488851220;M680815117L;SALLES;Cole;1999-04-22;M;FRANCAIS(E);22600;LOUDEAC;Personne sans activite professionnelle;Technicien;S;P;2017;22;0221589H;PRIVE ST JOSEPH;A;
2018-2019;T10602;DUT INFORMATIQUE 2 ANNEE;141;52929246235;H554184205V;ROUDAUT;Lorn;1999-04-22;M;FRANCAIS(E);29000;QUIMPER;Elève/Etudiant;Technicien;S;AB;2017;29;0290170C;PRIVE LE LIKES;C;Bourse enseignement supérieur définitive
2017-2018;T10601;DUT INFORMATIQUE 1 ANNEE;131;52929246235;H554184205V;ROUDAUT;Lorn;1999-04-22;M;FRANCAIS(E);29000;QUIMPER;Personne sans activite professionnelle;Technicien;S;AB;2017;29;0290170C;PRIVE LE LIKES;A;Bourse enseignement supérieur définitive
2018-2019;T10606;DUT INFORMATIQUE 2 ANNEE (apprentissage);171;33515336564;J168935624U;DUSSART;Guiscard;1999-12-13;M;FRANCAIS(E);35170;BRUZ;Technicien;Technicien;S;AB;2017;35;0352686E;LYCEE Gal ET TECHN. ANITA CONTI;C;
